Brief description ,Notes,Loss of value from Industrial-1 as proportion of loss of value from Preindustrial-1,X(preindustrial),X(industrial),V(preindustrial),V(industrial),perils-0,multiplanetary-0,preindustrial-1,industrial-1,perils-1,multiplanetary-1,preindustrial-2,industrial-2,perils-2,multiplanetary-2,preindustrial-3,industrial-3,perils-3,multiplanetary-3,preindustrial-4,industrial-4,perils-4,multiplanetary-4,preindustrial-5,industrial-5,perils-5,multiplanetary-5,preindustrial-6,industrial-6,perils-6,multiplanetary-6,preindustrial-7,industrial-7,perils-7,multiplanetary-7,preindustrial-8,industrial-8,perils-8,multiplanetary-8,preindustrial-9,industrial-9,perils-9,multiplanetary-9,MAX_PLANETS,MAX_CIVILISATIONS,MAX_PROGRESS_YEARS,perils_current_progress_year,perils_extinction_y_stretch,perils_extinction_base_x_stretch,perils_extinction_stretch_per_reboot,perils_extinction_per_civilisation_background_risk_numerator,perils_extinction_x_translation,perils_extinction_sharpness,perils_extinction_base_background_risk_denominator,perils_preindustrial_y_stretch,perils_preindustrial_base_x_stretch,perils_preindustrial_stretch_per_reboot,perils_preindustrial_per_civilisation_background_risk_numerator,perils_preindustrial_x_translation,perils_preindustrial_sharpness,perils_preindustrial_base_background_risk_denominator,perils_industrial_y_stretch,perils_industrial_base_x_stretch,perils_industrial_stretch_per_reboot,perils_industrial_per_civilisation_background_risk_numerator,perils_industrial_x_translation,perils_industrial_sharpness,perils_industrial_base_background_risk_denominator,perils_progress_year_n_geometric_base,perils_progress_year_n_algorithm,perils_progress_year_n_any_regression,perils_multiplanetary_base_x_stretch,perils_multiplanetary_x_translation,perils_multiplanetary_y_stretch,perils_multiplanetary_sharpness,perils_multiplanetary_stretch_per_reboot,perils_multiplanetary_per_civilisation_background_risk_numerator,perils_multiplanetary_base_background_risk_denominator,perils_interstellar_y_stretch,perils_interstellar_base_x_stretch,perils_interstellar_x_translation,perils_interstellar_sharpness,perils_interstellar_stretch_per_reboot,perils_interstellar_per_civilisation_background_risk_numerator,perils_interstellar_base_background_risk_denominator,multiplanetary_extinction_two_planet_risk,multiplanetary_extinction_decay_rate,multiplanetary_extinction_min_risk,multiplanetary_extinction_x_translation,multiplanetary_preindustrial_two_planet_risk,multiplanetary_preindustrial_decay_rate,multiplanetary_preindustrial_min_risk,multiplanetary_preindustrial_x_translation,multiplanetary_industrial_two_planet_risk,multiplanetary_industrial_decay_rate,multiplanetary_industrial_min_risk,multiplanetary_industrial_x_translation,multiplanetary_n_planets_any_regression,multiplanetary_n_planets_geometric_base,multiplanetary_perils,multiplanetary_interstellar_x_stretch,multiplanetary_interstellar_y_stretch,multiplanetary_interstellar_x_translation,multiplanetary_interstellar_sharpness,preperils_preindustrial_base_expected_time_in_years,preperils_preindustrial_extinction_probability_per_year_denominator,preperils_preindustrial_stretch_per_reboot,preperils_industrial_base_annual_extinction_probability_denominator,preperils_industrial_annual_extinction_probability_multiplier,preperils_industrial_base_expected_time_in_years,preperils_industrial_stretch_per_reboot
Testing out no decline in probability of intramultiplanetary regression , ,0.4888268217714083,0.2602137729981829,0.12719947163584844,0.13279517013368913,0.0649138409630447,0.5103310582050415,0.5364224710382594,0.3775358880713524,0.44541721724199684,0.44678475193229356,0.490333071917931,0.2804775497503127,0.3336547420722503,0.33502815115482526,0.42419771569135656,0.14475881599806392,0.1737057437335574,0.17466453730530138,0.3714644401911365,0.038361570711750406,0.04645409412583022,0.04679800551606341,0.35491491408436737,0.005401177258110774,0.0066034732919266126,0.00666906442612158,0.3524374672229176,0.0005288457586421526,0.000653096296005448,0.0006618036432330981,0.3521876160393205,4.405704470541379e-05,5.498521994789687e-05,5.5969774448272546e-05,0.3521663697742156,3.445181881691961e-06,4.347647146114854e-06,4.45227991252621e-06,0.35216466963323223,2.502275283984954e-07,3.1946944554536564e-07,3.2981399251458764e-07,0.3521645336150585,20,10,3000,70,0.00035,90,3.5,1.05,15,6,184000,0.0009,75,3.5,1.05,5,0.9,87000,0.0015,85,3.5,1.05,0,0.9,61000,1.4,mean,0.026,90,70,0.07,2,3.5,0,1,0,118,15,2,10,0,1,0.12,0.55,0,2,0,0,0,2,0,0,0,2,0.2,1.4,n/a,13,0.65,2,2,13700,87000,1.05,87000,0.7,381,1.34
